Genre,Reports,Age,Gpa,Year,NewText,Nationality_Egypt,Nationality_France,Nationality_Indonesia,Nationality_Mexico,Nationality_Soudan,Nationality_South Africa,Nationality_Yemen,Gender_F,Gender_M
Student Affairs," ""The student affairs office needs to invest in better technology and systems for managing certificates. It's 2023, and we shouldn't still be dealing with paper forms and long wait times.""",18,1.57,4,"['student', 'affair', 'office', 'need', 'invest', 'better', 'technology', 'system', 'managing', 'certificate', 'still', 'dealing', 'paper', 'form', 'long', 'wait', 'time']",1,0,0,0,0,0,0,1,0
Student Affairs," ""I'm tired of feeling like I have to beg for my own certificates. The student affairs office needs to start prioritizing student needs over bureaucratic red tape.""",22,2.86,3,"['tired', 'feeling', 'like', 'beg', 'certificate', 'student', 'affair', 'office', 'need', 'start', 'prioritizing', 'student', 'need', 'bureaucratic', 'red', 'tape']",1,0,0,0,0,0,0,1,0
Student Affairs," ""I submitted my birth certificate application weeks ago, but the student affairs office still",26,2.81,4,"['submitted', 'birth', 'certificate', 'application', 'week', 'ago', 'student', 'affair', 'office', 'still']",1,0,0,0,0,0,0,1,0
Student Affairs,an provide some sample reports that may reflect the experiences of university students with regards to student affairs and managing various certificates. Please note that these are hypothetical reports and may not reflect the experiences of any specific individual or group.,24,2.05,5,"['provide', 'sample', 'report', 'may', 'reflect', 'experience', 'university', 'student', 'regard', 'student', 'affair', 'managing', 'various', 'certificate', 'please', 'note', 'hypothetical', 'report', 'may', 'reflect', 'experience', 'specific', 'individual', 'group']",1,0,0,0,0,0,0,1,0
Student Affairs,"""I've been trying to get my military certificate verified by the university for weeks now, but every time I go to the office they tell me there's a problem with the paperwork. It's frustrating because I need this certificate to apply for certain internships.""",18,3.73,4,"['trying', 'get', 'military', 'certificate', 'verified', 'university', 'week', 'every', 'time', 'go', 'office', 'tell', 'problem', 'paperwork', 'frustrating', 'need', 'certificate', 'apply', 'certain', 'internship']",1,0,0,0,0,0,0,1,0
Student Affairs,"""The process for obtaining my birth certificate through the university has been a nightmare. The website was difficult to navigate and the customer service was unhelpful. It's ridiculous that something so important has to be so difficult to obtain.""",21,1.65,5,"['process', 'obtaining', 'birth', 'certificate', 'university', 'nightmare', 'website', 'difficult', 'navigate', 'customer', 'service', 'unhelpful', 'ridiculous', 'something', 'important', 'difficult', 'obtain']",1,0,0,0,0,0,0,1,0
Student Affairs,"""I received my training certificate from a course I took over the summer, but the university won't accept it because it's from a non-accredited institution. This is frustrating because the course was relevant to my major and I learned a lot from it.""",25,3.05,1,"['received', 'training', 'certificate', 'course', 'took', 'summer', 'university', 'accept', 'non', 'accredited', 'institution', 'frustrating', 'course', 'relevant', 'major', 'learned', 'lot']",1,0,0,0,0,0,0,1,0
Student Affairs,"""I've had multiple issues with the student affairs office regarding scheduling conflicts and paperwork errors. It seems like they're understaffed and overwhelmed, but it's frustrating when it affects my ability to graduate on time.""",27,2.63,1,"['multiple', 'issue', 'student', 'affair', 'office', 'regarding', 'scheduling', 'conflict', 'paperwork', 'error', 'seems', 'like', 'understaffed', 'overwhelmed', 'frustrating', 'affect', 'ability', 'graduate', 'time']",1,0,0,0,0,0,0,1,0
Student Affairs,"""The process for ordering official transcripts from the university is unnecessarily complicated. It should be as simple as submitting a request online, but instead I have to navigate a confusing system and wait weeks for it to be processed.""",22,2.07,3,"['process', 'ordering', 'official', 'transcript', 'university', 'unnecessarily', 'complicated', 'simple', 'submitting', 'request', 'online', 'instead', 'navigate', 'confusing', 'system', 'wait', 'week', 'processed']",1,0,0,0,0,0,0,1,0
Student Affairs,"""I've been trying to update my personal information with the university, but the website keeps glitching and I can't get through to customer service. It's frustrating because this information is important for communication and academic purposes.""",23,1.53,2,"['trying', 'update', 'personal', 'information', 'university', 'website', 'keep', 'glitching', 'get', 'customer', 'service', 'frustrating', 'information', 'important', 'communication', 'academic', 'purpose']",1,0,0,0,0,0,0,1,0
Student Affairs,"""I recently applied for a scholarship through the university, but the application process was confusing and the instructions were unclear. It's frustrating to spend so much time on an application only to find out that I didn't meet the criteria.""",21,0.74,1,"['recently', 'applied', 'scholarship', 'university', 'application', 'process', 'confusing', 'instruction', 'unclear', 'frustrating', 'spend', 'much', 'time', 'application', 'find', 'meet', 'criterion']",1,0,0,0,0,0,0,1,0
Student Affairs,"""The university should provide more resources for students who are applying for internships and jobs. It's difficult to navigate the job market on your own, and career services is often understaffed and overworked.""",25,2.6,3,"['university', 'provide', 'resource', 'student', 'applying', 'internship', 'job', 'difficult', 'navigate', 'job', 'market', 'career', 'service', 'often', 'understaffed', 'overworked']",1,0,0,0,0,0,0,1,0
Student Affairs,"""I've had issues with financial aid and scholarships, and it seems like the university is always changing their policies and requirements. It's frustrating because I rely on this support to continue my education.""",18,2.71,5,"['issue', 'financial', 'aid', 'scholarship', 'seems', 'like', 'university', 'always', 'changing', 'policy', 'requirement', 'frustrating', 'rely', 'support', 'continue', 'education']",1,0,0,0,0,0,0,1,0
Student Affairs," ""The university should prioritize mental health resources for students. It's a stressful time in our lives and it's important to have access to counseling and support services when we need it.""",27,1.97,3,"['university', 'prioritize', 'mental', 'health', 'resource', 'student', 'stressful', 'time', 'life', 'important', 'access', 'counseling', 'support', 'service', 'need']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"1. ""The cost of rent in the area around the university is just too high, and it's really hard to find affordable housing that's also close to campus.""",20,2.98,1,"['cost', 'rent', 'area', 'around', 'university', 'high', 'really', 'hard', 'find', 'affordable', 'housing', 'also', 'close', 'campus']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"2. ""I've had to commute from the suburbs to the university every day, and the public transportation system is just not reliable enough. I've been late to class several times because of delays and cancellations.""",26,0.03,3,"['commute', 'suburb', 'university', 'every', 'day', 'public', 'transportation', 'system', 'reliable', 'enough', 'late', 'class', 'several', 'time', 'delay', 'cancellation']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"3. ""Finding a parking spot on campus is nearly impossible, and the parking fees are exorbitant. It's just not worth it to bring my car to school.""",21,0.23,1,"['finding', 'parking', 'spot', 'campus', 'nearly', 'impossible', 'parking', 'fee', 'exorbitant', 'worth', 'bring', 'car', 'school']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"4. ""The apartments in the university area are often run-down and poorly maintained, which makes it difficult to focus on studying when I'm living in such a stressful environment.""",23,2.98,4,"['apartment', 'university', 'area', 'often', 'run', 'poorly', 'maintained', 'make', 'difficult', 'focus', 'studying', 'living', 'stressful', 'environment']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"5. ""I have to take two buses and a train just to get to campus, and the trip takes over an hour each way. It's exhausting and it takes away from my study time.""",27,1.94,2,"['take', 'two', 'bus', 'train', 'get', 'campus', 'trip', 'take', 'hour', 'way', 'exhausting', 'take', 'away', 'study', 'time']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"6. ""The traffic around campus is always terrible, and it can take me up to an hour just to travel a few miles. It's frustrating and stressful.""",22,0.08,4,"['traffic', 'around', 'campus', 'always', 'terrible', 'take', 'hour', 'travel', 'mile', 'frustrating', 'stressful']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"7. ""I've been looking for affordable housing near campus for months, but everything is either too expensive or too far away. It's discouraging and I'm not sure what to do.""",24,3.25,2,"['looking', 'affordable', 'housing', 'near', 'campus', 'month', 'everything', 'either', 'expensive', 'far', 'away', 'discouraging', 'sure']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"8. ""The public transportation system is so overcrowded during peak hours that it's often impossible to get a seat, and I end up standing for the entire ride to campus.""",17,2.24,2,"['public', 'transportation', 'system', 'overcrowded', 'peak', 'hour', 'often', 'impossible', 'get', 'seat', 'end', 'standing', 'entire', 'ride', 'campus']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"9. ""The housing options near campus are very limited, and many landlords take advantage of the high demand by charging outrageous prices for subpar apartments.""",20,3.27,2,"['housing', 'option', 'near', 'campus', 'limited', 'many', 'landlord', 'take', 'advantage', 'high', 'demand', 'charging', 'outrageous', 'price', 'subpar', 'apartment']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"10. ""I rely on public transportation to get to campus, but the buses are often late or don't show up at all. It's frustrating and makes it hard to plan my day.""",26,0.56,2,"['rely', 'public', 'transportation', 'get', 'campus', 'bus', 'often', 'late', 'show', 'frustrating', 'make', 'hard', 'plan', 'day']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"11. ""I have to commute for over an hour each way to get to campus, and the time and money I spend on transportation really add up.""",24,1.03,3,"['commute', 'hour', 'way', 'get', 'campus', 'time', 'money', 'spend', 'transportation', 'really', 'add']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"12. ""I've had to switch apartments several times because of problems with landlords or roommates, and it's really disrupted my studies and my life.""",20,1.63,4,"['switch', 'apartment', 'several', 'time', 'problem', 'landlord', 'roommate', 'really', 'disrupted', 'study', 'life']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"13. ""The public transportation system shuts down early in the evening, which makes it hard for me to attend evening classes or study sessions.""",21,2.85,3,"['public', 'transportation', 'system', 'shuts', 'early', 'evening', 'make', 'hard', 'attend', 'evening', 'class', 'study', 'session']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"14. ""The university should do more to provide affordable and accessible housing options for students, especially those from low-income backgrounds.""",25,2.17,5,"['university', 'provide', 'affordable', 'accessible', 'housing', 'option', 'student', 'especially', 'low', 'income', 'background']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"15. ""I've had to take out loans just to cover the cost of housing and transportation, which adds to the stress and pressure of being a student.""",27,2.66,5,"['take', 'loan', 'cover', 'cost', 'housing', 'transportation', 'add', 'stress', 'pressure', 'student']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"16. ""The public transportation system is often overcrowded and noisy, which makes it hard to concentrate on studying or getting any work done.""",26,2.51,3,"['public', 'transportation', 'system', 'often', 'overcrowded', 'noisy', 'make', 'hard', 'concentrate', 'studying', 'getting', 'work', 'done']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"17. ""I've had to resort to sleeping on a friend's couch because I can't afford the rent in the university area, and it's really taking a toll on my mental health.""",21,1.2,4,"['resort', 'sleeping', 'friend', 'couch', 'afford', 'rent', 'university', 'area', 'really', 'taking', 'toll', 'mental', 'health']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"18. ""The lack of affordable and safe housing options near campus is a serious issue that the university needs to address.""",24,2.0,2,"['lack', 'affordable', 'safe', 'housing', 'option', 'near', 'campus', 'serious', 'issue', 'university', 'need', 'address']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"19. ""I've had to miss class several times because of transportation issues, and it's really hurt my grades and my overall academic performance.""",27,2.35,3,"['miss', 'class', 'several', 'time', 'transportation', 'issue', 'really', 'hurt', 'grade', 'overall', 'academic', 'performance']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"20. ""The university should provide more support and resources for students who live off-campus, especially those who are struggling with housing and transportation issues.""",23,3.17,2,"['university', 'provide', 'support', 'resource', 'student', 'live', 'campus', 'especially', 'struggling', 'housing', 'transportation', 'issue']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"21. ""The high cost of housing and transportation is a barrier that prevents many students from pursuing higher education, and it's a problem that needs to be addressed at a systemic level.""",25,3.34,3,"['high', 'cost', 'housing', 'transportation', 'barrier', 'prevents', 'many', 'student', 'pursuing', 'higher', 'education', 'problem', 'need', 'addressed', 'systemic', 'level']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"22. ""The long commute to and from campus takes up so much of my day that I don't have much time or energy left for studying or extracurricular activities.""",21,0.02,1,"['long', 'commute', 'campus', 'take', 'much', 'day', 'much', 'time', 'energy', 'left', 'studying', 'extracurricular', 'activity']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"23. ""The public transportation system is often unreliable and unsafe, which makes me feel anxious and stressed every time",23,3.3,5,"['public', 'transportation', 'system', 'often', 'unreliable', 'unsafe', 'make', 'feel', 'anxious', 'stressed', 'every', 'time']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"1. ""I've been living off-campus for a year now and finding affordable housing near the university is a nightmare. I wish there were more affordable options for students.""",17,1.42,1,"['living', 'campus', 'year', 'finding', 'affordable', 'housing', 'near', 'university', 'nightmare', 'wish', 'affordable', 'option', 'student']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"2. ""The transportation system in my city is not reliable at all, I've had to miss multiple classes due to late buses and trains.""",26,2.53,4,"['transportation', 'system', 'city', 'reliable', 'miss', 'multiple', 'class', 'due', 'late', 'bus', 'train']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"3. ""It's so frustrating having to pay such high rent for a tiny apartment that's miles away from the university.""",25,2.79,1,"['frustrating', 'pay', 'high', 'rent', 'tiny', 'apartment', 'mile', 'away', 'university']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"4. ""I've had to switch apartments multiple times because my landlord kept increasing the rent without warning. It's not fair for students who are already struggling to make ends meet.""",21,3.06,2,"['switch', 'apartment', 'multiple', 'time', 'landlord', 'kept', 'increasing', 'rent', 'without', 'warning', 'fair', 'student', 'already', 'struggling', 'make', 'end', 'meet']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"5. ""The public transportation in my city is so crowded during peak hours, it's impossible to get a seat.""",16,2.46,4,"['public', 'transportation', 'city', 'crowded', 'peak', 'hour', 'impossible', 'get', 'seat']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"6. ""I've had to drop out of a few classes because the bus schedule didn't line up with my class schedule.""",21,1.45,3,"['drop', 'class', 'bus', 'schedule', 'line', 'class', 'schedule']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"7. ""Finding a parking spot near the university is a nightmare, and the parking fees are outrageous.""",26,3.61,4,"['finding', 'parking', 'spot', 'near', 'university', 'nightmare', 'parking', 'fee', 'outrageous']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"8. ""The nearest grocery store is a 30-minute bus ride away, making it difficult to buy fresh groceries.""",23,0.72,3,"['nearest', 'grocery', 'store', 'minute', 'bus', 'ride', 'away', 'making', 'difficult', 'buy', 'fresh', 'grocery']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"9. ""I have to walk 20 minutes to the bus stop every day, which is not ideal during the winter months.""",17,2.93,4,"['walk', 'minute', 'bus', 'stop', 'every', 'day', 'ideal', 'winter', 'month']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"10. ""I wish the university would provide more affordable housing options for students who can't afford to pay rent in the city.""",16,3.46,1,"['wish', 'university', 'would', 'provide', 'affordable', 'housing', 'option', 'student', 'afford', 'pay', 'rent', 'city']",1,0,0,0,0,0,0,0,1
Housing and Transportation,"11. ""The bus service in my area is so infrequent, it's impossible to get anywhere on time.""",17,2.69,2,"['bus', 'service', 'area', 'infrequent', 'impossible', 'get', 'anywhere', 'time']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"12. ""The housing options near the university are so limited, it's impossible to find a decent place to live.""",19,0.26,4,"['housing', 'option', 'near', 'university', 'limited', 'impossible', 'find', 'decent', 'place', 'live']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"13. ""I had to take out a student loan just to be able to afford the rent for my apartment.""",24,3.19,5,"['take', 'student', 'loan', 'able', 'afford', 'rent', 'apartment']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"14. ""The rent for a one-bedroom apartment near the university is more than my monthly student loan payment.""",22,2.06,3,"['rent', 'one', 'bedroom', 'apartment', 'near', 'university', 'monthly', 'student', 'loan', 'payment']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"15. ""I've had to share a room with a stranger just to be able to afford rent.""",16,3.92,2,"['share', 'room', 'stranger', 'able', 'afford', 'rent']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"16. ""I've had to borrow money from my parents just to be able to pay for rent and transportation costs.""",23,0.44,2,"['borrow', 'money', 'parent', 'able', 'pay', 'rent', 'transportation', 'cost']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"17. ""The nearest bus stop is a 15-minute walk away from my apartment, which is not ideal during the winter months.""",19,1.68,5,"['nearest', 'bus', 'stop', 'minute', 'walk', 'away', 'apartment', 'ideal', 'winter', 'month']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"18. ""The university should provide shuttle buses to off-campus students, especially during peak class times.""",22,1.08,3,"['university', 'provide', 'shuttle', 'bus', 'campus', 'student', 'especially', 'peak', 'class', 'time']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"19. ""I wish the university would provide more affordable parking options for students who have to drive to class.""",24,1.86,3,"['wish', 'university', 'would', 'provide', 'affordable', 'parking', 'option', 'student', 'drive', 'class']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"20. ""The traffic near the university is so bad during peak hours, it's impossible to get anywhere on time.""",26,0.93,1,"['traffic', 'near', 'university', 'bad', 'peak', 'hour', 'impossible', 'get', 'anywhere', 'time']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"21. ""The rent prices near the university are so high, it's impossible to live without roommates.""",20,2.9,5,"['rent', 'price', 'near', 'university', 'high', 'impossible', 'live', 'without', 'roommate']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"22. ""I've had to move to a different city just to be able to afford housing and transportation costs.""",18,0.26,2,"['move', 'different', 'city', 'able', 'afford', 'housing', 'transportation', 'cost']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"23. ""The bus stops near my apartment are not well-lit, making it feel unsafe to wait for the bus at night.""",23,2.76,2,"['bus', 'stop', 'near', 'apartment', 'well', 'lit', 'making', 'feel', 'unsafe', 'wait', 'bus', 'night']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"24. ""I wish there were more bike lanes near the university, it would make it easier to commute by bike.""",21,3.48,5,"['wish', 'bike', 'lane', 'near', 'university', 'would', 'make', 'easier', 'commute', 'bike']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"25. ""The public transportation in my city is not accessible for students with disabilities.""",23,3.15,4,"['public', 'transportation', 'city', 'accessible', 'student', 'disability']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"26. ""I've had to take a part-time job just to be able to afford rent and transportation costs.""",16,1.32,3,"['take', 'part', 'time', 'job', 'able', 'afford', 'rent', 'transportation', 'cost']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"27. ""The university should provide more affordable on-campus housing options for students who can't afford to live off-campus.""",16,0.87,1,"['university', 'provide', 'affordable', 'campus', 'housing', 'option', 'student', 'afford', 'live', 'campus']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"28. ""I wish the university would provide more information about affordable housing options near the university.""",21,0.61,5,"['wish', 'university', 'would', 'provide', 'information', 'affordable', 'housing', 'option', 'near', 'university']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"29. ""The housing options near the university are so limited, it's impossible to find a place to live that's not infested with pests.""",24,3.36,3,"['housing', 'option', 'near', 'university', 'limited', 'impossible', 'find', 'place', 'live', 'infested', 'pest']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"30. ""The university should provide more information about transportation options for students who live off-campus.""",17,3.01,4,"['university', 'provide', 'information', 'transportation', 'option', 'student', 'live', 'campus']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"31. ""The parking lots near the university are always full, making it impossible to find a spot.""",23,0.63,4,"['parking', 'lot', 'near', 'university', 'always', 'full', 'making', 'impossible', 'find', 'spot']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"1. ""I'm really struggling to find affordable housing close to campus. Everything seems to be way out of my budget, and it's frustrating to feel like I have to compromise on the quality of my living situation just to be able to afford rent.""",16,0.41,4,"['really', 'struggling', 'find', 'affordable', 'housing', 'close', 'campus', 'everything', 'seems', 'way', 'budget', 'frustrating', 'feel', 'like', 'compromise', 'quality', 'living', 'situation', 'able', 'afford', 'rent']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"2. ""The public transportation options in this area are terrible. Buses are always late or overcrowded, and there are never enough taxis or ride-sharing services available. It's making it really difficult for me to get to class on time and stay on top of my schedule.""",26,0.15,4,"['public', 'transportation', 'option', 'area', 'terrible', 'bus', 'always', 'late', 'overcrowded', 'never', 'enough', 'taxi', 'ride', 'sharing', 'service', 'available', 'making', 'really', 'difficult', 'get', 'class', 'time', 'stay', 'top', 'schedule']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"3. ""I feel like the university should be doing more to provide affordable housing options for students. It's not fair that we have to choose between living in subpar conditions or going into debt just to afford rent.""",23,1.54,5,"['feel', 'like', 'university', 'provide', 'affordable', 'housing', 'option', 'student', 'fair', 'choose', 'living', 'subpar', 'condition', 'going', 'debt', 'afford', 'rent']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"4. ""I don't have a car, and the only transportation option near my apartment is the bus. But the bus route doesn't go directly to campus, so I have to transfer multiple times just to get to class. It's a huge waste of time and energy.""",24,1.61,2,"['car', 'transportation', 'option', 'near', 'apartment', 'bus', 'bus', 'route', 'go', 'directly', 'campus', 'transfer', 'multiple', 'time', 'get', 'class', 'huge', 'waste', 'time', 'energy']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"5. ""The housing market in this area is so competitive that I feel like I'm constantly battling with other students to find a decent place to live. It's stressful and exhausting, and I wish there were more options available to us.""",25,1.3,1,"['housing', 'market', 'area', 'competitive', 'feel', 'like', 'constantly', 'battling', 'student', 'find', 'decent', 'place', 'live', 'stressful', 'exhausting', 'wish', 'option', 'available']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"6. ""The cost of rent in this area is astronomical. I'm already working a part-time job just to make ends meet, and it's frustrating to feel like I'm barely scraping by even though I'm a full-time student.""",23,3.79,2,"['cost', 'rent', 'area', 'astronomical', 'already', 'working', 'part', 'time', 'job', 'make', 'end', 'meet', 'frustrating', 'feel', 'like', 'barely', 'scraping', 'even', 'though', 'full', 'time', 'student']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"7. ""I'm really disappointed with the state of the public transportation system here. It's unreliable and inconvenient, and it's making it really difficult for me to stay on top of my studies and extracurricular activities.""",17,0.59,1,"['really', 'disappointed', 'state', 'public', 'transportation', 'system', 'unreliable', 'inconvenient', 'making', 'really', 'difficult', 'stay', 'top', 'study', 'extracurricular', 'activity']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"8. ""I feel like the university should be doing more to incentivize landlords to offer affordable housing to students. It's not fair that we have to pay so much just to have a place to live while we're pursuing our degrees.""",23,1.29,1,"['feel', 'like', 'university', 'incentivize', 'landlord', 'offer', 'affordable', 'housing', 'student', 'fair', 'pay', 'much', 'place', 'live', 'pursuing', 'degree']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"9. ""The lack of affordable housing options in this area is really limiting my choices. I feel like I have to settle for a place that's far away from campus and not very nice, just because it's the only thing I can afford.""",27,3.57,2,"['lack', 'affordable', 'housing', 'option', 'area', 'really', 'limiting', 'choice', 'feel', 'like', 'settle', 'place', 'far', 'away', 'campus', 'nice', 'thing', 'afford']",1,0,0,0,0,0,0,1,0
Housing and Transportation,"10. ""I have to rely on public transportation to get around, but the bus schedule is so sporadic that I'm constantly running late for classes and appointments. It's really frustrating and stressful.""",20,1.28,2,"['rely', 'public', 'transportation', 'get', 'around', 'bus', 'schedule', 'sporadic', 'constantly', 'running', 'late', 'class', 'appointment', 'really', 'frustrating', 'stressful']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"1. ""I've been looking for ways to explore the area around campus and get to know the city better, but it's hard to find affordable and convenient transportation options. I wish there were more affordable shuttle services or student discounts for public transit.""",16,2.06,3,"['looking', 'way', 'explore', 'area', 'around', 'campus', 'get', 'know', 'city', 'better', 'hard', 'find', 'affordable', 'convenient', 'transportation', 'option', 'wish', 'affordable', 'shuttle', 'service', 'student', 'discount', 'public', 'transit']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"2. ""I'm really interested in trying out some new outdoor activities, but I don't know where to start. It would be great if the university offered more organized trips and activities, like hiking or kayaking, so that I could explore the area with other students.""",23,2.56,3,"['really', 'interested', 'trying', 'new', 'outdoor', 'activity', 'know', 'start', 'would', 'great', 'university', 'offered', 'organized', 'trip', 'activity', 'like', 'hiking', 'kayaking', 'could', 'explore', 'area', 'student']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"3. ""I've been feeling really burned out lately, and I think it's because I haven't had a chance to take a break and do something fun outside of class. I wish there were more social events and activities on campus that were geared towards stress relief and self-care.""",18,3.11,4,"['feeling', 'really', 'burned', 'lately', 'think', 'chance', 'take', 'break', 'something', 'fun', 'outside', 'class', 'wish', 'social', 'event', 'activity', 'campus', 'geared', 'towards', 'stress', 'relief', 'self', 'care']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"4. ""I'm from out of town, and I'm having a hard time finding my way around the city. It would be great if the university offered more orientation sessions or tours for new students, so that we could feel more confident and comfortable navigating the area.""",19,2.45,2,"['town', 'hard', 'time', 'finding', 'way', 'around', 'city', 'would', 'great', 'university', 'offered', 'orientation', 'session', 'tour', 'new', 'student', 'could', 'feel', 'confident', 'comfortable', 'navigating', 'area']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"5. ""I'm interested in studying abroad, but I'm not sure where to start. It would be great if the university had more resources and support for students who are considering international programs or trips.""",23,3.4,1,"['interested', 'studying', 'abroad', 'sure', 'start', 'would', 'great', 'university', 'resource', 'support', 'student', 'considering', 'international', 'program', 'trip']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"6. ""I'm a transfer student, and I feel like I'm missing out on a lot of the traditional college experiences like road trips and spring break. It would be great if there were more organized trips and activities for transfer students, so that we could feel more connected to the university community.""",16,2.83,3,"['transfer', 'student', 'feel', 'like', 'missing', 'lot', 'traditional', 'college', 'experience', 'like', 'road', 'trip', 'spring', 'break', 'would', 'great', 'organized', 'trip', 'activity', 'transfer', 'student', 'could', 'feel', 'connected', 'university', 'community']",1,0,0,0,0,0,0,1,0
Activities and Travelling,"7. ""I love exploring new places and trying new things, but it's hard to find the time and money to do so while I'm in school. It would be great if there were more affordable and accessible travel options for students, like student discounts on airfare or organized weekend trips.""",17,2.31,1,"['love', 'exploring', 'new', 'place', 'trying', 'new', 'thing', 'hard', 'find', 'time', 'money', 'school', 'would', 'great', 'affordable', 'accessible', 'travel', 'option', 'student', 'like', 'student', 'discount', 'airfare', 'organized', 'weekend', 'trip']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"8. ""I'm interested in getting involved in outdoor activities and adventure sports, but I don't have a lot of experience. It would be great if the university offered more beginner-friendly courses and workshops, so that I could build my skills and confidence in a supportive environment.""",16,1.86,4,"['interested', 'getting', 'involved', 'outdoor', 'activity', 'adventure', 'sport', 'lot', 'experience', 'would', 'great', 'university', 'offered', 'beginner', 'friendly', 'course', 'workshop', 'could', 'build', 'skill', 'confidence', 'supportive', 'environment']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"9. ""I'm interested in exploring the arts and cultural scene in the city, but I'm not sure where to start. It would be great if the university offered more organized trips and events to museums, galleries, and theaters, so that I could discover new things and learn from other students.""",19,0.94,5,"['interested', 'exploring', 'art', 'cultural', 'scene', 'city', 'sure', 'start', 'would', 'great', 'university', 'offered', 'organized', 'trip', 'event', 'museum', 'gallery', 'theater', 'could', 'discover', 'new', 'thing', 'learn', 'student']",1,0,0,0,0,0,0,0,1
Activities and Travelling,"10. ""I'm passionate about sustainability and the environment, and I would love to get involved in eco-tourism or sustainable travel. It would be great if the university had more resources and support for students who are interested in these topics, so that we could learn about sustainable travel options and make more informed choices.""",25,1.95,4,"['passionate', 'sustainability', 'environment', 'would', 'love', 'get', 'involved', 'eco', 'tourism', 'sustainable', 'travel', 'would', 'great', 'university', 'resource', 'support', 'student', 'interested', 'topic', 'could', 'learn', 'sustainable', 'travel', 'option', 'make', 'informed', 'choice']",1,0,0,0,0,0,0,0,1
